;Unnamed: 10;descricao;discente;faltas_unidade;id_curso;id_turma;media_final;nota;numero_total_faltas;reposicao;unidade
7031;;REPROVADO POR MÉDIA E POR FALTAS;996f540ddcc5d3d4247a0c8fa980316f;0.0;92127264.0;57579942;0.0;0.0;22.0;f;3.0
7032;;APROVADO;f2e563b162d47b0f3e651d0444d7908a;0.0;92127264.0;57579942;7.3;9.5;4.0;f;1.0
7033;;APROVADO;f2e563b162d47b0f3e651d0444d7908a;0.0;92127264.0;57579942;7.3;6.5;4.0;f;2.0
7034;;APROVADO;f2e563b162d47b0f3e651d0444d7908a;0.0;92127264.0;57579942;7.3;6.0;4.0;f;3.0
7035;;REPROVADO POR MÉDIA E POR FALTAS;d36d1367896c368db57dcf923798f446;0.0;92127264.0;57579942;0.5;1.5;22.0;f;1.0
7036;;REPROVADO POR MÉDIA E POR FALTAS;d36d1367896c368db57dcf923798f446;0.0;92127264.0;57579942;0.5;0.0;22.0;f;2.0
7037;;REPROVADO POR MÉDIA E POR FALTAS;d36d1367896c368db57dcf923798f446;0.0;92127264.0;57579942;0.5;0.0;22.0;f;3.0
7038;;APROVADO POR NOTA;b9c4d0adc55c78cfa8218eff023f3c47;0.0;92127264.0;57579942;6.8;4.80000019;4.0;f;1.0
7039;;APROVADO POR NOTA;b9c4d0adc55c78cfa8218eff023f3c47;0.0;92127264.0;57579942;6.8;6.5;4.0;f;2.0
7040;;APROVADO POR NOTA;b9c4d0adc55c78cfa8218eff023f3c47;0.0;92127264.0;57579942;6.8;9.0;4.0;f;3.0
7041;;APROVADO POR NOTA;303cb1c7a7daef7e51ccd66f6c4ac6b2;0.0;92127264.0;57579942;6.5;6.0;8.0;f;3.0
7042;;APROVADO POR NOTA;303cb1c7a7daef7e51ccd66f6c4ac6b2;0.0;92127264.0;57579942;6.5;7.0;8.0;f;1.0
7043;;APROVADO POR NOTA;303cb1c7a7daef7e51ccd66f6c4ac6b2;0.0;92127264.0;57579942;6.5;6.5;8.0;f;2.0
7044;;REPROVADO POR MÉDIA E POR FALTAS;77224df23dc1c8689d7d8f68522925d1;0.0;92127264.0;57579942;0.8;0.0;12.0;f;2.0
7045;;REPROVADO POR MÉDIA E POR FALTAS;77224df23dc1c8689d7d8f68522925d1;0.0;92127264.0;57579942;0.8;0.0;12.0;f;3.0
7046;;REPROVADO POR MÉDIA E POR FALTAS;77224df23dc1c8689d7d8f68522925d1;0.0;92127264.0;57579942;0.8;2.5;12.0;f;1.0
7047;;REPROVADO POR MÉDIA E POR FALTAS;1cf471ff89fa2e38a2400f5c1afdfb9b;0.0;92127264.0;57579942;1.3;3.79999995;14.0;f;1.0
7048;;REPROVADO POR MÉDIA E POR FALTAS;1cf471ff89fa2e38a2400f5c1afdfb9b;0.0;92127264.0;57579942;1.3;0.0;14.0;f;2.0
7049;;REPROVADO POR MÉDIA E POR FALTAS;1cf471ff89fa2e38a2400f5c1afdfb9b;0.0;92127264.0;57579942;1.3;0.0;14.0;f;3.0
7050;;APROVADO POR NOTA;c8e90e0cc4925263eb9216005d5cc5d5;0.0;92127264.0;57579942;5.8;7.0;6.0;f;1.0
7051;;APROVADO POR NOTA;c8e90e0cc4925263eb9216005d5cc5d5;0.0;92127264.0;57579942;5.8;4.0;6.0;f;2.0
7052;;APROVADO POR NOTA;c8e90e0cc4925263eb9216005d5cc5d5;0.0;92127264.0;57579942;5.8;6.5;6.0;f;3.0
7053;;REPROVADO;469b4e52f0fc039742f0d6f50587fd02;0.0;92127264.0;57579942;2.0;1.0;4.0;f;2.0
7054;;REPROVADO;469b4e52f0fc039742f0d6f50587fd02;0.0;92127264.0;57579942;2.0;5.0;4.0;f;3.0
7055;;REPROVADO;469b4e52f0fc039742f0d6f50587fd02;0.0;92127264.0;57579942;2.0;0.0;4.0;f;1.0
7056;;APROVADO POR NOTA;e023a67a7bf65d86e71bb690e4cb2ba1;0.0;92127264.0;57576781;5.8;3.5999999;2.0;f;3.0
7057;;APROVADO POR NOTA;e023a67a7bf65d86e71bb690e4cb2ba1;0.0;92127264.0;57576781;5.8;4.69999981;2.0;f;1.0
7058;;APROVADO POR NOTA;e023a67a7bf65d86e71bb690e4cb2ba1;0.0;92127264.0;57576781;5.8;9.0;2.0;f;2.0
7059;;APROVADO POR NOTA;b3a3ecf72979ff3e70a533f28b785715;0.0;92127264.0;57576781;6.2;7.900000099999999;16.0;f;1.0
7060;;APROVADO POR NOTA;b3a3ecf72979ff3e70a533f28b785715;0.0;92127264.0;57576781;6.2;7.0;16.0;f;2.0
7061;;APROVADO POR NOTA;b3a3ecf72979ff3e70a533f28b785715;0.0;92127264.0;57576781;6.2;3.5999999;16.0;f;3.0
7062;;APROVADO POR NOTA;c9e9fb6d34701e4b7c7ce48b0444c7fe;0.0;92127264.0;57576781;6.7;5.5;6.0;f;1.0
7063;;APROVADO POR NOTA;c9e9fb6d34701e4b7c7ce48b0444c7fe;0.0;92127264.0;57576781;6.7;8.89999962;6.0;f;2.0
7064;;APROVADO POR NOTA;c9e9fb6d34701e4b7c7ce48b0444c7fe;0.0;92127264.0;57576781;6.7;5.80000019;6.0;f;3.0
7065;;REPROVADO POR NOTA;adbe26ddc8bc24ae4ea69b38868715eb;0.0;92127264.0;57576781;5.3;7.30000019;0.0;f;2.0
7066;;REPROVADO POR NOTA;adbe26ddc8bc24ae4ea69b38868715eb;0.0;92127264.0;57576781;5.3;2.20000005;0.0;f;3.0
7067;;REPROVADO POR NOTA;adbe26ddc8bc24ae4ea69b38868715eb;0.0;92127264.0;57576781;5.3;6.4000001;0.0;f;1.0
7068;;APROVADO;d780c5552a2b6e999e79eed70386fc6c;0.0;92127264.0;57576781;9.8;10.0;0.0;f;1.0
7069;;APROVADO;d780c5552a2b6e999e79eed70386fc6c;0.0;92127264.0;57576781;9.8;9.39999962;0.0;f;2.0
7070;;APROVADO;d780c5552a2b6e999e79eed70386fc6c;0.0;92127264.0;57576781;9.8;0.0;0.0;t;3.0
7071;;APROVADO POR NOTA;fa1619c9583ee340b04ee8175182fc0f;0.0;92127264.0;57576781;6.9;5.4000001;16.0;f;3.0
7072;;APROVADO POR NOTA;fa1619c9583ee340b04ee8175182fc0f;0.0;92127264.0;57576781;6.9;6.4000001;16.0;f;1.0
7073;;APROVADO POR NOTA;fa1619c9583ee340b04ee8175182fc0f;0.0;92127264.0;57576781;6.9;9.0;16.0;f;2.0
7074;;APROVADO;bf826f6b7f8f02ec7913a727a55e9cbc;0.0;92127264.0;57576781;7.5;7.80000019;0.0;f;1.0
7075;;APROVADO;bf826f6b7f8f02ec7913a727a55e9cbc;0.0;92127264.0;57576781;7.5;9.80000019;0.0;f;2.0
7076;;APROVADO;bf826f6b7f8f02ec7913a727a55e9cbc;0.0;92127264.0;57576781;7.5;5.0;0.0;f;3.0
7077;;INDEFERIDO;303cb1c7a7daef7e51ccd66f6c4ac6b2;;92127264.0;57576781;;;;;
7078;;APROVADO;25d2bd21cd76c59793f8a006c03cf6b9;0.0;92127264.0;57576781;8.1;8.39999962;10.0;f;1.0
7079;;APROVADO;25d2bd21cd76c59793f8a006c03cf6b9;0.0;92127264.0;57576781;8.1;9.60000038;10.0;f;2.0
7080;;APROVADO;25d2bd21cd76c59793f8a006c03cf6b9;0.0;92127264.0;57576781;8.1;6.30000019;10.0;f;3.0
7081;;APROVADO POR NOTA;9efea005259578118f1537281d288a35;0.0;92127264.0;57576781;6.0;2.5;0.0;t;1.0
7082;;APROVADO POR NOTA;9efea005259578118f1537281d288a35;0.0;92127264.0;57576781;6.0;8.19999981;0.0;f;2.0
7083;;APROVADO POR NOTA;9efea005259578118f1537281d288a35;0.0;92127264.0;57576781;6.0;5.4000001;0.0;f;3.0
7084;;REPROVADO POR MÉDIA E POR FALTAS;c0e9e25e9c66b9a359d6bd6b533a20f9;0.0;92127264.0;57576781;0.0;0.0;54.0;f;1.0
7085;;REPROVADO POR MÉDIA E POR FALTAS;c0e9e25e9c66b9a359d6bd6b533a20f9;0.0;92127264.0;57576781;0.0;0.0;54.0;f;2.0
7086;;REPROVADO POR MÉDIA E POR FALTAS;c0e9e25e9c66b9a359d6bd6b533a20f9;0.0;92127264.0;57576781;0.0;0.0;54.0;f;3.0
7087;;APROVADO;46ca5bcc0383d2734d26bf3bcc201b5a;0.0;92127264.0;57576781;8.3;8.0;4.0;f;1.0
7088;;APROVADO;46ca5bcc0383d2734d26bf3bcc201b5a;0.0;92127264.0;57576781;8.3;9.5;4.0;f;2.0
7089;;APROVADO;46ca5bcc0383d2734d26bf3bcc201b5a;0.0;92127264.0;57576781;8.3;7.30000019;4.0;f;3.0
7090;;APROVADO POR NOTA;b9c4d0adc55c78cfa8218eff023f3c47;0.0;92127264.0;57576781;6.5;5.30000019;0.0;f;1.0
7091;;APROVADO POR NOTA;b9c4d0adc55c78cfa8218eff023f3c47;0.0;92127264.0;57576781;6.5;9.10000038;0.0;f;2.0
7092;;APROVADO POR NOTA;b9c4d0adc55c78cfa8218eff023f3c47;0.0;92127264.0;57576781;6.5;2.0999999;0.0;t;3.0
7093;;REPROVADO POR FALTAS;736b02f7e21fadd7be4b5e2c8e3220cc;0.0;92127264.0;57576753;5.9;8.5;34.0;f;1.0
7094;;REPROVADO POR FALTAS;736b02f7e21fadd7be4b5e2c8e3220cc;0.0;92127264.0;57576753;5.9;5.0;34.0;f;2.0
7095;;REPROVADO POR FALTAS;736b02f7e21fadd7be4b5e2c8e3220cc;0.0;92127264.0;57576753;5.9;4.19999981;34.0;f;3.0
7096;;APROVADO POR NOTA;a86542bd8fc9e6e665e4897c20b8ff95;0.0;92127264.0;57576753;6.0;6.900000099999999;2.0;f;1.0
7097;;APROVADO POR NOTA;a86542bd8fc9e6e665e4897c20b8ff95;0.0;92127264.0;57576753;6.0;3.4000001;2.0;f;2.0
7098;;APROVADO POR NOTA;a86542bd8fc9e6e665e4897c20b8ff95;0.0;92127264.0;57576753;6.0;7.599999900000001;2.0;f;3.0
7099;;APROVADO;b41962dbdf2c399278387568c820ac90;0.0;92127264.0;57576753;8.1;8.30000019;6.0;f;3.0
7100;;APROVADO;b41962dbdf2c399278387568c820ac90;0.0;92127264.0;57576753;8.1;9.10000038;6.0;f;1.0
7101;;APROVADO;b41962dbdf2c399278387568c820ac90;0.0;92127264.0;57576753;8.1;6.80000019;6.0;f;2.0
7102;;APROVADO POR NOTA;685d382aceefa5031509c9bb87e613dd;0.0;92127264.0;57576753;6.2;5.9000001;8.0;f;2.0
7103;;APROVADO POR NOTA;685d382aceefa5031509c9bb87e613dd;0.0;92127264.0;57576753;6.2;5.19999981;8.0;f;3.0
7104;;APROVADO POR NOTA;685d382aceefa5031509c9bb87e613dd;0.0;92127264.0;57576753;6.2;7.599999900000001;8.0;f;1.0
7105;;DESISTENCIA;b0febe58ff9dea32f4c25d7cfe37920b;;92127264.0;57576753;;;;;
7106;;APROVADO POR NOTA;303cb1c7a7daef7e51ccd66f6c4ac6b2;0.0;92127264.0;57576753;6.2;5.0;14.0;f;2.0
7107;;APROVADO POR NOTA;303cb1c7a7daef7e51ccd66f6c4ac6b2;0.0;92127264.0;57576753;6.2;4.80000019;14.0;f;3.0
7108;;APROVADO POR NOTA;303cb1c7a7daef7e51ccd66f6c4ac6b2;0.0;92127264.0;57576753;6.2;8.80000019;14.0;f;1.0
7109;;APROVADO POR NOTA;7f2fd9688308a85c2f1f88490cf3382d;0.0;92127264.0;57576753;5.3;5.30000019;16.0;f;2.0
7110;;APROVADO POR NOTA;7f2fd9688308a85c2f1f88490cf3382d;0.0;92127264.0;57576753;5.3;6.0;16.0;f;3.0
7111;;APROVADO POR NOTA;7f2fd9688308a85c2f1f88490cf3382d;0.0;92127264.0;57576753;5.3;4.69999981;16.0;f;1.0
7112;;APROVADO;e6cdfc6ba7edb9e72e88b259112088c6;0.0;92127264.0;57576753;7.0;6.0;8.0;f;1.0
7113;;APROVADO;e6cdfc6ba7edb9e72e88b259112088c6;0.0;92127264.0;57576753;7.0;7.400000099999999;8.0;f;2.0
7114;;APROVADO;e6cdfc6ba7edb9e72e88b259112088c6;0.0;92127264.0;57576753;7.0;7.5;8.0;f;3.0
7115;;REPROVADO POR MÉDIA E POR FALTAS;db139241115f7e0b260b8d698ef1d959;0.0;92127264.0;57576753;3.9;1.60000002;22.0;f;1.0
7116;;REPROVADO POR MÉDIA E POR FALTAS;db139241115f7e0b260b8d698ef1d959;0.0;92127264.0;57576753;3.9;4.0;22.0;f;2.0
7117;;REPROVADO POR MÉDIA E POR FALTAS;db139241115f7e0b260b8d698ef1d959;0.0;92127264.0;57576753;3.9;6.0;22.0;f;3.0
7118;;APROVADO POR NOTA;f250d74dc7561f1f4f5e39242df98be1;0.0;92127264.0;57576753;5.4;4.099999899999999;6.0;f;1.0
7119;;APROVADO POR NOTA;f250d74dc7561f1f4f5e39242df98be1;0.0;92127264.0;57576753;5.4;6.19999981;6.0;f;2.0
7120;;APROVADO POR NOTA;f250d74dc7561f1f4f5e39242df98be1;0.0;92127264.0;57576753;5.4;5.80000019;6.0;f;3.0
7121;;REPROVADO POR MÉDIA E POR FALTAS;dac8ccc113e153d1adee62d112a3723d;0.0;92127264.0;57576753;2.4;3.70000005;34.0;f;1.0
7122;;REPROVADO POR MÉDIA E POR FALTAS;dac8ccc113e153d1adee62d112a3723d;0.0;92127264.0;57576753;2.4;2.0;34.0;f;2.0
7123;;REPROVADO POR MÉDIA E POR FALTAS;dac8ccc113e153d1adee62d112a3723d;0.0;92127264.0;57576753;2.4;1.5;34.0;f;3.0
7124;;APROVADO;9d78bef9cf3602ea7e25f55cf79ae0db;0.0;92127264.0;57576753;7.3;5.9000001;12.0;f;3.0
7125;;APROVADO;9d78bef9cf3602ea7e25f55cf79ae0db;0.0;92127264.0;57576753;7.3;8.39999962;12.0;f;1.0
7126;;APROVADO;9d78bef9cf3602ea7e25f55cf79ae0db;0.0;92127264.0;57576753;7.3;7.599999900000001;12.0;f;2.0
7127;;APROVADO POR NOTA;9c8c21e07fb93342e39e3564779181cb;0.0;92127264.0;57576753;6.2;7.900000099999999;12.0;f;1.0
7128;;APROVADO POR NOTA;9c8c21e07fb93342e39e3564779181cb;0.0;92127264.0;57576753;6.2;6.0999999;12.0;f;2.0
7129;;APROVADO POR NOTA;9c8c21e07fb93342e39e3564779181cb;0.0;92127264.0;57576753;6.2;4.5999999;12.0;f;3.0
7130;;REPROVADO POR MÉDIA E POR FALTAS;6008b2965ae4e0bc455b17b44f930bfa;0.0;92127264.0;57576753;2.9;7.599999900000001;42.0;f;1.0
7131;;REPROVADO POR MÉDIA E POR FALTAS;6008b2965ae4e0bc455b17b44f930bfa;0.0;92127264.0;57576753;2.9;1.10000002;42.0;f;2.0
7132;;REPROVADO POR MÉDIA E POR FALTAS;6008b2965ae4e0bc455b17b44f930bfa;0.0;92127264.0;57576753;2.9;0.0;42.0;f;3.0
7133;;INDEFERIDO;2d224492f49c21202502b827240c48c9;;92127264.0;57576753;;;;;
7134;;APROVADO;2d224492f49c21202502b827240c48c9;0.0;92127264.0;57576753;7.3;6.19999981;4.0;f;2.0
7135;;APROVADO;2d224492f49c21202502b827240c48c9;0.0;92127264.0;57576753;7.3;6.900000099999999;4.0;f;3.0
7136;;APROVADO;2d224492f49c21202502b827240c48c9;0.0;92127264.0;57576753;7.3;8.80000019;4.0;f;1.0
7137;;INDEFERIDO;685d382aceefa5031509c9bb87e613dd;;92127264.0;57576753;;;;;
7138;;APROVADO POR NOTA;e0b2d9be3f3548be50ed407cd76e8f59;0.0;92127264.0;57576753;6.3;7.599999900000001;12.0;f;1.0
7139;;APROVADO POR NOTA;e0b2d9be3f3548be50ed407cd76e8f59;0.0;92127264.0;57576753;6.3;5.0;12.0;f;2.0
7140;;APROVADO POR NOTA;e0b2d9be3f3548be50ed407cd76e8f59;0.0;92127264.0;57576753;6.3;6.30000019;12.0;f;3.0
7141;;APROVADO POR NOTA;4786ee006b177a4effef45521b7bd94f;0.0;92127264.0;57576753;6.8;7.099999900000001;6.0;f;1.0
7142;;APROVADO POR NOTA;4786ee006b177a4effef45521b7bd94f;0.0;92127264.0;57576753;6.8;8.39999962;6.0;f;2.0
7143;;APROVADO POR NOTA;4786ee006b177a4effef45521b7bd94f;0.0;92127264.0;57576753;6.8;4.80000019;6.0;f;3.0
7144;;REPROVADO POR MÉDIA E POR FALTAS;2ce029b6fd0871dc31c569e6eaf6a278;0.0;92127264.0;57576753;2.6;5.9000001;26.0;f;1.0
7145;;REPROVADO POR MÉDIA E POR FALTAS;2ce029b6fd0871dc31c569e6eaf6a278;0.0;92127264.0;57576753;2.6;1.89999998;26.0;f;2.0
7146;;REPROVADO POR MÉDIA E POR FALTAS;2ce029b6fd0871dc31c569e6eaf6a278;0.0;92127264.0;57576753;2.6;0.0;26.0;f;3.0
7147;;DESISTENCIA;a2b2ef559d7913f7f419197a1beb2e8c;;92127264.0;57576753;;;;;
7148;;APROVADO;ab6ebb084c9eb8a5889596424523e77d;0.0;92127264.0;57576753;7.0;4.5999999;4.0;f;2.0
7149;;APROVADO;ab6ebb084c9eb8a5889596424523e77d;0.0;92127264.0;57576753;7.0;8.80000019;4.0;f;3.0
7150;;APROVADO;ab6ebb084c9eb8a5889596424523e77d;0.0;92127264.0;57576753;7.0;7.5;4.0;f;1.0
7151;;APROVADO;6e18ef88d692b0ff920d46526a2ffa0d;0.0;92127264.0;57576753;7.0;8.10000038;18.0;f;1.0
7152;;APROVADO;6e18ef88d692b0ff920d46526a2ffa0d;0.0;92127264.0;57576753;7.0;4.099999899999999;18.0;f;2.0
7153;;APROVADO;6e18ef88d692b0ff920d46526a2ffa0d;0.0;92127264.0;57576753;7.0;8.69999981;18.0;f;3.0
7154;;REPROVADO POR MÉDIA E POR FALTAS;15ce11b7e21c47c687f7008c288e12b5;0.0;92127264.0;57576753;2.5;1.5;40.0;f;2.0
7155;;REPROVADO POR MÉDIA E POR FALTAS;15ce11b7e21c47c687f7008c288e12b5;0.0;92127264.0;57576753;2.5;0.0;40.0;f;3.0
7156;;REPROVADO POR MÉDIA E POR FALTAS;15ce11b7e21c47c687f7008c288e12b5;0.0;92127264.0;57576753;2.5;6.0999999;40.0;f;1.0
7157;;TRANCADO;8f1e25c53680d4d2ecfd4d6be7f4f4f0;0.0;92127264.0;57576753;;;0.0;f;1.0
7158;;TRANCADO;8f1e25c53680d4d2ecfd4d6be7f4f4f0;0.0;92127264.0;57576753;;;0.0;f;2.0
7159;;TRANCADO;8f1e25c53680d4d2ecfd4d6be7f4f4f0;0.0;92127264.0;57576753;;;0.0;f;3.0
7160;;APROVADO POR NOTA;7e5e6d2ddb2fe10565ba8a92a472bb7c;0.0;92127264.0;57576753;5.9;8.30000019;10.0;f;1.0
7161;;APROVADO POR NOTA;7e5e6d2ddb2fe10565ba8a92a472bb7c;0.0;92127264.0;57576753;5.9;4.19999981;10.0;f;2.0
7162;;APROVADO POR NOTA;7e5e6d2ddb2fe10565ba8a92a472bb7c;0.0;92127264.0;57576753;5.9;5.0999999;10.0;f;3.0
7163;;APROVADO POR NOTA;9d8dcee687180154493648b599a313c3;0.0;92127264.0;57576753;6.9;7.69999981;16.0;f;2.0
7164;;APROVADO POR NOTA;9d8dcee687180154493648b599a313c3;0.0;92127264.0;57576753;6.9;5.0;16.0;f;3.0
7165;;APROVADO POR NOTA;9d8dcee687180154493648b599a313c3;0.0;92127264.0;57576753;6.9;8.10000038;16.0;f;1.0
7166;;APROVADO POR NOTA;c8e90e0cc4925263eb9216005d5cc5d5;0.0;92127264.0;57576753;5.2;4.5999999;12.0;f;2.0
7167;;APROVADO POR NOTA;c8e90e0cc4925263eb9216005d5cc5d5;0.0;92127264.0;57576753;5.2;4.0;12.0;f;3.0
7168;;APROVADO POR NOTA;c8e90e0cc4925263eb9216005d5cc5d5;0.0;92127264.0;57576753;5.2;7.0;12.0;f;1.0
7169;;APROVADO POR NOTA;b679f2a3b0cd623fc099a882ddbb8f10;0.0;92127264.0;57576753;6.0;6.30000019;10.0;f;3.0
7170;;APROVADO POR NOTA;b679f2a3b0cd623fc099a882ddbb8f10;0.0;92127264.0;57576753;6.0;8.60000038;10.0;f;1.0
7171;;APROVADO POR NOTA;b679f2a3b0cd623fc099a882ddbb8f10;0.0;92127264.0;57576753;6.0;3.0;10.0;f;2.0
7172;;APROVADO;fd6dc7aa91317652835ab7557a5e09ea;0.0;92127264.0;57576753;7.0;6.900000099999999;16.0;f;1.0
7173;;APROVADO;fd6dc7aa91317652835ab7557a5e09ea;0.0;92127264.0;57576753;7.0;8.5;16.0;f;3.0
7174;;APROVADO;fd6dc7aa91317652835ab7557a5e09ea;0.0;92127264.0;57576753;7.0;5.5;16.0;f;2.0
7175;;APROVADO;e0b2d9be3f3548be50ed407cd76e8f59;0.0;92127264.0;57579350;9.0;9.0;6.0;f;1.0
7176;;APROVADO;e0b2d9be3f3548be50ed407cd76e8f59;0.0;92127264.0;57579350;9.0;9.0;6.0;f;2.0
7177;;APROVADO;e0b2d9be3f3548be50ed407cd76e8f59;0.0;92127264.0;57579350;9.0;9.0;6.0;f;3.0
7178;;TRANCADO;9fab264022905965335b7bc3964f7ed1;0.0;92127264.0;57579350;;0.10000000099999999;0.0;f;1.0
7179;;TRANCADO;9fab264022905965335b7bc3964f7ed1;0.0;92127264.0;57579350;;;0.0;f;2.0
7180;;TRANCADO;9fab264022905965335b7bc3964f7ed1;0.0;92127264.0;57579350;;;0.0;f;3.0
7181;;DESISTENCIA;2849447e693afb0816767beb8dc0a942;;92127264.0;57579350;;;;;
7182;;TRANCADO;1a39bd4b4fed8cbbf0ecd42b4a4e71d7;0.0;92127264.0;57579350;;0.0;0.0;f;1.0
7183;;TRANCADO;1a39bd4b4fed8cbbf0ecd42b4a4e71d7;0.0;92127264.0;57579350;;;0.0;f;2.0
7184;;TRANCADO;1a39bd4b4fed8cbbf0ecd42b4a4e71d7;0.0;92127264.0;57579350;;;0.0;f;3.0
7185;;APROVADO POR NOTA;90da92d37f29b34f67d33979fb2f46be;0.0;92127264.0;57576568;6.2;7.30000019;4.0;f;1.0
7186;;APROVADO POR NOTA;90da92d37f29b34f67d33979fb2f46be;0.0;92127264.0;57576568;6.2;6.30000019;4.0;f;2.0
7187;;APROVADO POR NOTA;90da92d37f29b34f67d33979fb2f46be;0.0;92127264.0;57576568;6.2;5.0999999;4.0;f;3.0
7188;;APROVADO POR NOTA;7cbf37a8f1e430869d06815e38e93a64;0.0;92127264.0;57576568;5.0;3.29999995;27.0;t;2.0
7189;;APROVADO POR NOTA;7cbf37a8f1e430869d06815e38e93a64;0.0;92127264.0;57576568;5.0;4.19999981;27.0;f;3.0
7190;;APROVADO POR NOTA;7cbf37a8f1e430869d06815e38e93a64;0.0;92127264.0;57576568;5.0;4.5;27.0;f;1.0
7191;;APROVADO POR NOTA;1551549a775b9528d1b669317f427bb7;0.0;92127264.0;57576568;5.1;5.9000001;0.0;f;3.0
7192;;APROVADO POR NOTA;1551549a775b9528d1b669317f427bb7;0.0;92127264.0;57576568;5.1;5.4000001;0.0;f;1.0
7193;;APROVADO POR NOTA;1551549a775b9528d1b669317f427bb7;0.0;92127264.0;57576568;5.1;4.099999899999999;0.0;f;2.0
7194;;REPROVADO;26ea315f34d7ab18e0b0df9bbc6b55c8;0.0;92127264.0;57576568;1.9;3.5999999;34.0;f;1.0
7195;;REPROVADO;26ea315f34d7ab18e0b0df9bbc6b55c8;0.0;92127264.0;57576568;1.9;1.10000002;34.0;f;2.0
7196;;REPROVADO;26ea315f34d7ab18e0b0df9bbc6b55c8;0.0;92127264.0;57576568;1.9;0.8999999759999999;34.0;f;3.0
7197;;REPROVADO;a2299baf5f06e8f28025c8f7379da8d5;0.0;92127264.0;57576568;2.0;4.30000019;40.0;f;1.0
7198;;REPROVADO;a2299baf5f06e8f28025c8f7379da8d5;0.0;92127264.0;57576568;2.0;1.70000005;40.0;f;2.0
7199;;REPROVADO;a2299baf5f06e8f28025c8f7379da8d5;0.0;92127264.0;57576568;2.0;0.0;40.0;f;3.0
7200;;REPROVADO;8239ac2af0ba81332ab2e96ab7ac0146;0.0;92127264.0;57576568;1.1;0.800000012;20.0;f;2.0
7201;;REPROVADO;8239ac2af0ba81332ab2e96ab7ac0146;0.0;92127264.0;57576568;1.1;0.699999988;20.0;f;3.0
7202;;REPROVADO;8239ac2af0ba81332ab2e96ab7ac0146;0.0;92127264.0;57576568;1.1;1.89999998;20.0;f;1.0
7203;;REPROVADO;76b01289e4fe87eb0efac56d783517df;0.0;92127264.0;57576568;4.1;4.0;8.0;f;1.0
7204;;REPROVADO;76b01289e4fe87eb0efac56d783517df;0.0;92127264.0;57576568;4.1;3.20000005;8.0;f;2.0
7205;;REPROVADO;76b01289e4fe87eb0efac56d783517df;0.0;92127264.0;57576568;4.1;2.4000001;8.0;t;3.0
7206;;APROVADO POR NOTA;1a28b6b5885f266bd5c286884c1eb0eb;0.0;92127264.0;57576568;5.9;5.5;20.0;f;1.0
7207;;APROVADO POR NOTA;1a28b6b5885f266bd5c286884c1eb0eb;0.0;92127264.0;57576568;5.9;2.9000001;20.0;t;2.0
7208;;APROVADO POR NOTA;1a28b6b5885f266bd5c286884c1eb0eb;0.0;92127264.0;57576568;5.9;3.79999995;20.0;f;3.0
7209;;DESISTENCIA;6f23ab5e50b761c2fd8efe65ca84ea8a;;92127264.0;57576568;;;;;
7210;;REPROVADO POR MÉDIA E POR FALTAS;69db400a92fe21640f98a93c0641ea24;0.0;92127264.0;57576568;1.0;2.0999999;66.0;f;1.0
7211;;REPROVADO POR MÉDIA E POR FALTAS;69db400a92fe21640f98a93c0641ea24;0.0;92127264.0;57576568;1.0;0.8999999759999999;66.0;f;2.0
7212;;REPROVADO POR MÉDIA E POR FALTAS;69db400a92fe21640f98a93c0641ea24;0.0;92127264.0;57576568;1.0;0.0;66.0;f;3.0
7213;;DESISTENCIA;a9009f3acdfa692fcbc2285b98494ab9;;92127264.0;57576568;;;;;
7214;;REPROVADO POR MÉDIA E POR FALTAS;996f540ddcc5d3d4247a0c8fa980316f;0.0;92127264.0;57576568;0.9;0.0;112.0;f;3.0
7215;;REPROVADO POR MÉDIA E POR FALTAS;996f540ddcc5d3d4247a0c8fa980316f;0.0;92127264.0;57576568;0.9;2.70000005;112.0;f;1.0
7216;;REPROVADO POR MÉDIA E POR FALTAS;996f540ddcc5d3d4247a0c8fa980316f;0.0;92127264.0;57576568;0.9;0.0;112.0;f;2.0
7217;;REPROVADO;1c6dfda7bb646bc0567023c2762ffeb3;0.0;92127264.0;57576568;2.8;4.4000001;12.0;f;1.0
7218;;REPROVADO;1c6dfda7bb646bc0567023c2762ffeb3;0.0;92127264.0;57576568;2.8;1.5;12.0;f;3.0
7219;;REPROVADO;1c6dfda7bb646bc0567023c2762ffeb3;0.0;92127264.0;57576568;2.8;2.5;12.0;f;2.0
7220;;DESISTENCIA;732d2ba6f328c0b5fb031e5e7eb57352;;92127264.0;57576568;;;;;
7221;;APROVADO POR NOTA;4af3ac531ef67d05d30aa90c0d70cbf1;0.0;92127264.0;57576568;5.0;2.5;14.0;t;3.0
7222;;APROVADO POR NOTA;4af3ac531ef67d05d30aa90c0d70cbf1;0.0;92127264.0;57576568;5.0;4.80000019;14.0;f;1.0
7223;;APROVADO POR NOTA;4af3ac531ef67d05d30aa90c0d70cbf1;0.0;92127264.0;57576568;5.0;3.79999995;14.0;f;2.0
7224;;REPROVADO;9efe8770009b530a5758515de6121008;0.0;92127264.0;57576568;3.9;4.0;10.0;f;1.0
7225;;REPROVADO;9efe8770009b530a5758515de6121008;0.0;92127264.0;57576568;3.9;3.70000005;10.0;f;2.0
7226;;REPROVADO;9efe8770009b530a5758515de6121008;0.0;92127264.0;57576568;3.9;2.20000005;10.0;t;3.0
